,SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,MIN_SEC
63,2017-18,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021700168,2017-11-09T00:00:00,DEN vs. OKC,W,27.85333333333333,7,16,0.438,1,5,0.2,0,0,0.0,3,8,11,3,3,1,0,1,4,2,15,5,32.7,1,0,32.0,1,1,1,1,61,32,19,47,31,17,56,63,65,63,22,26,32,61,22,27,44,40,51,65,46,38,53,1,11,56,1,27:51
64,2017-18,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021700155,2017-11-07T00:00:00,DEN vs. BKN,W,31.366666666666667,16,25,0.64,4,9,0.444,5,6,0.833,2,10,12,5,1,2,2,0,6,4,41,25,73.9,1,0,70.0,1,1,1,1,49,1,1,13,2,2,31,16,17,37,37,15,25,37,58,8,5,1,74,46,1,3,2,1,11,2,1,31:22
65,2017-18,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021700135,2017-11-04T00:00:00,DEN vs. GSW,L,19.65,2,6,0.333,0,0,0.0,4,4,1.0,1,6,7,3,1,2,0,0,1,3,8,-16,25.9,0,0,22.0,1,44,44,44,73,70,68,63,62,73,62,27,32,1,51,51,57,61,58,8,44,1,7,57,65,70,70,39,11,72,1,19:39
66,2017-18,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021700127,2017-11-03T00:00:00,DEN vs. MIA,W,33.85,8,15,0.533,2,6,0.333,1,1,1.0,5,9,14,2,1,4,1,1,4,4,19,-5,52.8,1,0,47.0,1,1,1,1,36,23,26,32,13,7,41,55,59,1,6,21,13,69,58,1,15,40,51,46,32,59,21,1,11,24,1,33:51
67,2017-18,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021700114,2017-11-01T00:00:00,DEN vs. TOR,W,30.635,4,10,0.4,0,3,0.0,0,0,0.0,3,13,16,10,0,1,2,1,2,5,8,20,51.2,1,0,40.0,1,1,1,1,52,55,53,52,62,38,62,63,65,63,22,5,5,9,74,27,5,40,14,26,65,8,24,1,11,37,2,30:38
68,2017-18,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021700094,2017-10-30T00:00:00,DEN @ NYK,L,30.166666666666668,9,15,0.6,6,10,0.6,4,6,0.667,3,5,8,2,2,1,1,0,1,5,28,5,44.6,0,0,48.0,1,44,44,44,56,16,26,18,1,1,16,27,17,53,22,65,54,69,33,27,15,1,7,26,12,38,35,39,11,21,1,30:10
69,2017-18,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021700087,2017-10-29T00:00:00,DEN @ BKN,W,29.483333333333334,9,16,0.563,1,3,0.333,2,2,1.0,1,13,14,4,1,1,1,1,3,2,21,7,48.8,1,0,44.0,1,1,1,1,58,16,19,24,31,38,41,47,49,1,51,5,13,52,58,27,15,40,31,65,26,33,28,1,11,28,1,29:29
70,2017-18,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021700072,2017-10-27T00:00:00,DEN @ ATL,W,34.265,8,16,0.5,0,1,0.0,2,2,1.0,4,11,15,5,2,1,0,0,0,3,18,8,44.5,1,0,40.0,1,1,1,1,33,23,19,36,62,64,62,47,49,1,13,11,10,37,33,27,44,1,1,57,35,31,36,1,11,37,1,34:16
71,2017-18,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021700055,2017-10-25T00:00:00,DEN @ CHA,L,30.316666666666666,8,12,0.667,1,1,1.0,1,1,1.0,6,6,12,0,2,0,0,0,3,4,18,-19,30.4,1,0,31.0,1,44,44,44,55,23,44,7,31,64,1,55,59,1,3,51,25,75,33,55,44,1,31,46,35,73,61,1,11,57,1,30:19
72,2017-18,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021700047,2017-10-23T00:00:00,DEN vs. WAS,L,35.03,9,14,0.643,3,3,1.0,8,8,1.0,2,7,9,5,7,1,0,0,4,5,29,-1,43.3,0,0,48.0,1,44,44,44,26,16,31,11,7,38,1,4,9,1,37,44,41,37,3,27,44,1,51,26,8,53,37,39,11,21,1,35:02
73,2017-18,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021700035,2017-10-21T00:00:00,DEN vs. SAC,W,30.445,0,3,0.0,0,1,0.0,0,0,0.0,0,9,9,7,3,1,0,0,4,1,0,18,21.3,0,0,18.0,1,1,1,1,53,75,75,75,62,64,62,63,65,63,68,21,41,23,22,27,44,1,51,74,75,9,73,39,11,73,1,30:27
74,2017-18,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0021700010,2017-10-18T00:00:00,DEN @ UTA,L,35.55,3,10,0.3,1,4,0.25,0,0,0.0,0,12,12,7,4,0,0,1,1,4,7,-9,27.9,0,0,27.0,1,44,44,44,22,61,53,65,31,29,51,63,65,63,68,8,25,23,15,55,44,40,7,46,70,64,65,39,11,63,1,35:33
